"","X","Data.Precipitation","Date.Full","Data.Temperature.Avg.Temp","Data.Temperature.Max.Temp","Data.Temperature.Min.Temp","Data.Wind.Direction","Data.Wind.Speed","city"
"15012",15012,0,"2016-11-27",34,44,23,19,5.35,"Mombasa"
"15013",15013,0,"2016-11-27",34,43,25,20,6.37,"Nairobi"
"15014",15014,0,"2016-11-27",39,50,28,21,13.65,"Nairobi"
"15015",15015,0,"2016-11-27",36,48,23,18,6.98,"Kisumu"
"15016",15016,0,"2016-11-27",39,50,27,24,3.67,"Malindi"
"15017",15017,0.13,"2016-11-27",35,44,26,20,3.02,"Malindi"
"15018",15018,0,"2016-11-27",37,49,25,21,6.74,"Eldoret"
"15019",15019,0.01,"2016-11-27",35,44,25,27,2.01,"Eldoret"
"15020",15020,0.53,"2016-11-27",38,48,28,18,7.8,"Nairobi"
"15021",15021,0.57,"2016-11-27",41,50,32,18,7.24,"Malindi"
"15022",15022,0.78,"2016-11-27",36,46,27,19,7.42,"Nairobi"
"15023",15023,0.21,"2016-11-27",37,51,22,26,4.48,"Nairobi"
"15024",15024,0.75,"2016-11-27",41,49,34,18,8.75,"Nakuru"
"15025",15025,0.14,"2016-11-27",38,52,23,26,5.98,"Kisumu"
"15026",15026,0.02,"2016-11-27",37,50,23,26,9.5,"Eldoret"
"15027",15027,0.01,"2016-11-27",35,47,23,22,5.05,"Malindi"
"15028",15028,0.14,"2016-11-27",32,46,18,20,8.81,"Eldoret"
"15029",15029,0.28,"2016-11-27",33,44,23,22,5.67,"Mombasa"
"15030",15030,0,"2016-11-27",54,63,44,15,3.4,"Malindi"
"15031",15031,0.08,"2016-11-27",46,59,33,17,5.42,"Mombasa"
"15032",15032,0.15,"2016-11-27",39,51,27,25,3.57,"Eldoret"
"15033",15033,0.25,"2016-11-27",36,47,25,16,4.58,"Mombasa"
"15034",15034,0.31,"2016-11-27",35,40,30,31,7.32,"Eldoret"
"15035",15035,0,"2016-11-27",60,60,60,27,27.3,"Nakuru"
"15036",15036,0.05,"2016-11-27",42,52,32,29,8.07,"Mombasa"
"15037",15037,0.01,"2016-11-27",43,49,37,26,9.92,"Nairobi"
"15038",15038,0.36,"2016-11-27",44,53,35,15,5.32,"Nakuru"
"15039",15039,0.01,"2016-11-27",44,57,31,25,12.21,"Malindi"
"15040",15040,0,"2016-11-27",49,62,35,24,6.54,"Eldoret"
"15041",15041,0.15,"2016-11-27",35,40,30,24,8.11,"Malindi"
"15042",15042,0.83,"2016-11-27",31,34,27,27,7.62,"Eldoret"
"15043",15043,0.39,"2016-11-27",36,40,32,23,7.85,"Nairobi"
"15044",15044,0.1,"2016-11-27",34,39,29,21,3.64,"Mombasa"
"15045",15045,0.04,"2016-11-27",42,48,36,28,9.7,"Eldoret"
"15046",15046,0.03,"2016-11-27",45,48,41,23,12.72,"Eldoret"
"15047",15047,0.57,"2016-11-27",37,40,33,23,7.92,"Kisumu"
"15048",15048,0.96,"2016-11-27",33,36,30,24,7.92,"Eldoret"
"15049",15049,0,"2016-11-27",45,58,32,27,5.77,"Malindi"
"15050",15050,0.05,"2016-11-27",51,59,43,25,3.75,"Kisumu"
"15051",15051,0,"2016-11-27",49,63,34,20,3.51,"Eldoret"
"15052",15052,0.06,"2016-11-27",47,60,34,28,3.81,"Kisumu"
"15053",15053,0.01,"2016-11-27",48,61,34,26,2.48,"Kisumu"
"15054",15054,0.06,"2016-11-27",48,62,34,26,2,"Kisumu"
"15055",15055,0,"2016-11-27",50,64,35,21,3.54,"Kisumu"
"15056",15056,0.4,"2016-11-27",33,43,22,14,5.1,"Kisumu"
"15057",15057,0,"2016-11-27",34,44,24,19,7.72,"Nakuru"
"15058",15058,0.68,"2016-11-27",35,39,30,19,9.2,"Malindi"
"15059",15059,0.43,"2016-11-27",34,39,29,20,8.3,"Mombasa"
"15060",15060,0,"2016-11-27",33,41,24,18,4.45,"Malindi"
"15061",15061,0.19,"2016-11-27",37,42,31,24,7.05,"Nakuru"
"15062",15062,0.38,"2016-11-27",39,44,33,23,8.08,"Nairobi"
"15063",15063,0.06,"2016-11-27",38,44,31,22,6.38,"Malindi"
"15064",15064,0.23,"2016-11-27",37,44,31,21,7.27,"Nairobi"
"15065",15065,0.16,"2016-11-27",35,41,29,23,6.88,"Mombasa"
"15066",15066,0.44,"2016-11-27",35,41,29,23,6.67,"Nairobi"
"15067",15067,0.29,"2016-11-27",36,41,30,23,7.28,"Kisumu"
"15068",15068,0,"2016-11-27",51,66,35,23,9.61,"Nakuru"
"15069",15069,0.04,"2016-11-27",51,65,37,22,10.65,"Nairobi"
"15070",15070,0.04,"2016-11-27",50,64,36,21,8.01,"Nairobi"
"15071",15071,0.32,"2016-11-27",49,60,37,20,9.38,"Nairobi"
"15072",15072,8.05,"2016-11-27",50,54,45,16,6.01,"Eldoret"
"15073",15073,0.15,"2016-11-27",34,43,25,14,4.67,"Kisumu"
"15074",15074,1.86,"2016-11-27",47,53,41,18,9.37,"Malindi"
"15075",15075,0.54,"2016-11-27",46,53,39,21,4.58,"Nakuru"
"15076",15076,0.36,"2016-11-27",45,52,38,17,8,"Kisumu"
"15077",15077,3.75,"2016-11-27",49,53,44,16,8.77,"Kisumu"
"15078",15078,0.04,"2016-11-27",39,49,28,20,6.57,"Malindi"
"15079",15079,3.89,"2016-11-27",48,53,43,18,8.87,"Mombasa"
"15080",15080,0.02,"2016-11-27",40,47,32,26,6.84,"Nakuru"
"15081",15081,0.58,"2016-11-27",39,43,35,23,8.71,"Kisumu"
"15082",15082,0,"2016-11-27",41,48,33,28,8.44,"Nairobi"
"15083",15083,0,"2016-11-27",44,50,37,26,8.47,"Mombasa"
"15084",15084,0.23,"2016-11-27",37,44,31,23,6.2,"Kisumu"
"15085",15085,0.22,"2016-11-27",37,40,33,25,5.92,"Kisumu"
"15086",15086,0.05,"2016-11-27",39,44,33,25,7.37,"Malindi"
"15087",15087,3.83,"2016-11-27",81,85,76,13,5.65,"Nakuru"
"15088",15088,0.16,"2016-11-27",40,46,34,22,8.72,"Eldoret"
"15089",15089,0,"2016-11-27",50,65,36,17,1.88,"Nakuru"
"15090",15090,0,"2016-11-27",56,71,42,18,4.48,"Nairobi"
"15091",15091,0,"2016-11-27",52,68,36,22,2.2,"Malindi"
"15092",15092,0,"2016-11-27",52,64,39,19,3.14,"Nakuru"
"15093",15093,0.74,"2016-11-27",32,40,24,17,4.82,"Nairobi"
"15094",15094,0.65,"2016-11-27",33,41,25,16,6.54,"Kisumu"
"15095",15095,0.34,"2016-11-27",34,43,25,10,5.14,"Malindi"
"15096",15096,0,"2016-11-27",36,50,22,25,7.04,"Kisumu"
"15097",15097,1.14,"2016-11-27",35,42,27,18,6.45,"Kisumu"
"15098",15098,0.03,"2016-11-27",42,56,28,21,1.5,"Mombasa"
"15099",15099,0.05,"2016-11-27",48,61,34,20,2.8,"Eldoret"
"15100",15100,0.12,"2016-11-27",44,53,34,18,4.74,"Mombasa"
"15101",15101,0.01,"2016-11-27",44,55,32,15,3.68,"Eldoret"
"15102",15102,0.11,"2016-11-27",46,57,34,11,2.32,"Nairobi"
"15103",15103,0.5,"2016-11-27",50,59,41,18,4.78,"Kisumu"
"15104",15104,0.01,"2016-11-27",47,57,36,17,4.07,"Nakuru"
"15105",15105,0.03,"2016-11-27",47,59,34,16,0.5,"Nakuru"
"15106",15106,0.04,"2016-11-27",58,68,47,23,9.04,"Nakuru"
"15107",15107,0.05,"2016-11-27",50,64,35,24,10.11,"Nakuru"
"15108",15108,0.14,"2016-11-27",61,74,47,14,6.61,"Eldoret"
"15109",15109,0.65,"2016-11-27",63,73,52,17,2.02,"Nakuru"
"15110",15110,0.41,"2016-11-27",62,74,49,10,6.62,"Nairobi"
"15111",15111,0.07,"2016-11-27",73,82,64,12,7.27,"Nakuru"
"15112",15112,0,"2016-11-27",55,69,42,19,4.85,"Mombasa"
"15113",15113,0.63,"2016-11-27",62,73,51,14,7.01,"Mombasa"
"15114",15114,0,"2016-11-27",70,80,60,10,9.85,"Kisumu"
"15115",15115,0.04,"2016-11-27",46,61,30,25,9.84,"Eldoret"
"15116",15116,0.14,"2016-11-27",60,69,50,15,8.95,"Kisumu"
"15117",15117,0,"2016-11-27",60,70,49,15,9.11,"Mombasa"
"15118",15118,0.03,"2016-11-27",62,71,53,18,6.14,"Malindi"
"15119",15119,0,"2016-11-27",54,65,43,19,6.81,"Eldoret"
"15120",15120,0,"2016-11-27",60,70,49,20,8.85,"Eldoret"
"15121",15121,0.35,"2016-11-27",69,76,62,12,7.67,"Mombasa"
"15122",15122,0.46,"2016-11-27",65,75,54,13,5.34,"Kisumu"
"15123",15123,0,"2016-11-27",52,66,38,22,9.22,"Nakuru"
"15124",15124,0.27,"2016-11-27",56,67,45,20,7.51,"Nakuru"
"15125",15125,0.45,"2016-11-27",59,70,47,17,7.5,"Nairobi"
"15126",15126,0,"2016-11-27",64,74,53,15,5.8,"Nakuru"
"15127",15127,0.12,"2016-11-27",64,77,52,9,6.61,"Nairobi"
"15128",15128,1.39,"2016-11-27",57,67,47,19,8.05,"Mombasa"
"15129",15129,0,"2016-11-27",55,67,42,17,8.61,"Nakuru"
"15130",15130,1.27,"2016-11-27",43,51,35,20,5.04,"Nairobi"
"15131",15131,0,"2016-11-27",45,56,34,26,5.65,"Eldoret"
"15132",15132,0.26,"2016-11-27",34,36,31,22,6.41,"Eldoret"
"15133",15133,0,"2016-11-27",42,56,28,25,1.98,"Kisumu"
"15134",15134,0.16,"2016-11-27",47,55,38,23,4.74,"Eldoret"
"15135",15135,0,"2016-11-27",43,55,30,23,4.41,"Mombasa"
"15136",15136,0,"2016-11-27",45,56,34,26,5.65,"Mombasa"
"15137",15137,0.01,"2016-11-27",43,52,34,24,6.85,"Nakuru"
"15138",15138,0,"2016-11-27",46,52,38,21,6.08,"Kisumu"
"15139",15139,0.51,"2016-11-27",39,45,32,11,3.45,"Kisumu"
"15140",15140,0.17,"2016-11-27",42,48,35,27,4.72,"Mombasa"
"15141",15141,3.95,"2016-11-27",44,49,38,19,6.48,"Malindi"
"15142",15142,8.21,"2016-11-27",44,50,38,16,4.12,"Eldoret"
"15143",15143,1.97,"2016-11-27",47,50,43,19,7.07,"Mombasa"
"15144",15144,0.35,"2016-11-27",41,46,35,17,8.7,"Mombasa"
"15145",15145,0.06,"2016-11-27",42,51,32,22,2.8,"Nakuru"
"15146",15146,0,"2016-11-27",40,48,31,25,5.45,"Malindi"
"15147",15147,0.01,"2016-11-27",40,49,31,18,2.15,"Eldoret"
"15148",15148,0.08,"2016-11-27",36,44,27,26,2.67,"Kisumu"
"15149",15149,0.16,"2016-11-27",41,49,32,19,2.97,"Mombasa"
"15150",15150,0.53,"2016-11-27",36,41,30,20,6.12,"Malindi"
"15151",15151,0.86,"2016-11-27",38,44,31,21,5.81,"Eldoret"
"15152",15152,0.83,"2016-11-27",36,40,30,17,5.8,"Kisumu"
"15153",15153,0.21,"2016-11-27",38,43,32,22,6.68,"Nakuru"
"15154",15154,0.29,"2016-11-27",37,46,27,23,13,"Eldoret"
"15155",15155,0.2,"2016-11-27",37,48,25,27,10.82,"Kisumu"
"15156",15156,0.37,"2016-11-27",29,37,20,26,2.12,"Nakuru"
"15157",15157,0.43,"2016-11-27",31,39,22,24,11.64,"Kisumu"
"15158",15158,0.09,"2016-11-27",33,44,22,30,3.08,"Malindi"
"15159",15159,0.47,"2016-12-04",47,56,38,19,3.75,"Eldoret"
"15160",15160,1.25,"2016-12-04",46,54,37,18,3.27,"Malindi"
"15161",15161,2.2,"2016-12-04",56,66,46,13,6.77,"Kisumu"
"15162",15162,0.59,"2016-12-04",52,62,41,19,5.27,"Malindi"
"15163",15163,0.5,"2016-12-04",15,19,10,18,9.25,"Nairobi"
"15164",15164,2.66,"2016-12-04",39,44,34,16,7.85,"Nairobi"
"15165",15165,0,"2016-12-04",-8,-1,-15,22,7.87,"Nairobi"
"15166",15166,0.01,"2016-12-04",-27,-19,-35,17,1.32,"Eldoret"
"15167",15167,0.34,"2016-12-04",30,34,24,27,14.95,"Mombasa"
"15168",15168,0.55,"2016-12-04",27,32,20,6,2.87,"Eldoret"
"15169",15169,0.1,"2016-12-04",-9,-3,-16,21,5.4,"Kisumu"
"15170",15170,0.41,"2016-12-04",-15,-9,-21,14,1.22,"Malindi"
"15171",15171,0.05,"2016-12-04",1,9,-8,33,5.52,"Eldoret"
"15172",15172,0,"2016-12-04",60,60,60,18,8.55,"Malindi"
"15173",15173,0.13,"2016-12-04",20,25,15,10,5.27,"Nairobi"
"15174",15174,0,"2016-12-04",2,5,0,33,15.27,"Nairobi"
"15175",15175,2.61,"2016-12-04",35,39,30,15,12.92,"Eldoret"
"15176",15176,0.17,"2016-12-04",11,19,1,12,5.32,"Nairobi"
"15177",15177,3.41,"2016-12-04",37,41,33,15,9.65,"Eldoret"
"15178",15178,0.1,"2016-12-04",-4,6,-15,34,9.42,"Nakuru"
"15179",15179,0.03,"2016-12-04",25,29,21,28,21.42,"Eldoret"
"15180",15180,0,"2016-12-04",-7,-2,-12,6,6.4,"Kisumu"
"15181",15181,0,"2016-12-04",-19,-11,-26,29,2.87,"Mombasa"
"15182",15182,0.01,"2016-12-04",-1,5,-9,21,6.75,"Eldoret"
"15183",15183,0,"2016-12-04",-9,-5,-14,31,7.53,"Nakuru"
"15184",15184,0.06,"2016-12-04",11,16,6,14,1.87,"Kisumu"
"15185",15185,0,"2016-12-04",60,60,60,16,5.12,"Eldoret"
"15186",15186,0,"2016-12-04",60,60,60,0,0,"Nairobi"
"15187",15187,0,"2016-12-04",60,60,60,18,17.9,"Mombasa"
"15188",15188,3.59,"2016-12-04",39,42,35,15,11.52,"Nairobi"
"15189",15189,0.89,"2016-12-04",33,37,27,15,6.45,"Malindi"
"15190",15190,0.42,"2016-12-04",29,38,20,23,14.12,"Nairobi"
"15191",15191,0.21,"2016-12-04",14,19,9,10,5.95,"Kisumu"
"15192",15192,0,"2016-12-04",-18,-10,-26,20,1.9,"Malindi"
"15193",15193,0,"2016-12-04",60,60,60,9,6.47,"Eldoret"
"15194",15194,0,"2016-12-04",-6,3,-15,22,7.82,"Malindi"
"15195",15195,0,"2016-12-04",60,60,60,12,10.87,"Malindi"
"15196",15196,1.44,"2016-12-04",34,39,28,9,5.1,"Eldoret"
"15197",15197,0.16,"2016-12-04",44,59,27,13,3.87,"Nakuru"
"15198",15198,0,"2016-12-04",42,54,29,5,6.72,"Nakuru"
"15199",15199,0,"2016-12-04",54,65,42,15,1.5,"Malindi"
"15200",15200,0,"2016-12-04",50,64,35,19,1.97,"Malindi"
"15201",15201,0,"2016-12-04",32,46,18,24,4.92,"Nairobi"
"15202",15202,0.31,"2016-12-04",47,57,36,16,3.85,"Kisumu"
"15203",15203,0.15,"2016-12-04",42,51,32,15,3.72,"Malindi"
"15204",15204,0.61,"2016-12-04",47,54,40,0,0,"Eldoret"
"15205",15205,0,"2016-12-04",47,56,38,13,0.82,"Malindi"
"15206",15206,0,"2016-12-04",40,58,20,34,8.2,"Kisumu"
"15207",15207,0,"2016-12-04",51,63,39,9,2.4,"Kisumu"
"15208",15208,0.06,"2016-12-04",45,54,36,0,0,"Mombasa"
"15209",15209,0,"2016-12-04",46,55,36,27,0.95,"Nakuru"
"15210",15210,0,"2016-12-04",51,61,42,12,2.95,"Mombasa"
"15211",15211,0,"2016-12-04",56,67,45,19,1.72,"Malindi"
"15212",15212,0,"2016-12-04",57,66,47,19,2.52,"Kisumu"
"15213",15213,0,"2016-12-04",49,59,39,33,7.32,"Nakuru"
"15214",15214,0,"2016-12-04",50,60,40,26,5.92,"Mombasa"
"15215",15215,0,"2016-12-04",47,58,36,23,6.32,"Nakuru"
"15216",15216,0,"2016-12-04",50,61,38,23,2.65,"Eldoret"
"15217",15217,0,"2016-12-04",57,66,48,28,2.65,"Mombasa"
"15218",15218,0,"2016-12-04",53,60,45,30,7.92,"Nairobi"
"15219",15219,0,"2016-12-04",46,56,36,20,14.52,"Nairobi"
"15220",15220,0,"2016-12-04",52,65,38,18,1.5,"Eldoret"
"15221",15221,0,"2016-12-04",51,63,39,16,6.97,"Kisumu"
"15222",15222,0,"2016-12-04",48,60,35,22,5.7,"Nakuru"
"15223",15223,0.07,"2016-12-04",14,30,-2,26,1.92,"Nairobi"
"15224",15224,0.03,"2016-12-04",27,39,14,10,2.5,"Mombasa"
"15225",15225,0.01,"2016-12-04",20,31,9,14,1.77,"Mombasa"
"15226",15226,0.01,"2016-12-04",28,42,13,18,4.6,"Nakuru"
"15227",15227,0,"2016-12-04",29,39,19,7,1.62,"Nakuru"
"15228",15228,0,"2016-12-04",28,43,14,19,0.82,"Nairobi"
"15229",15229,0.04,"2016-12-04",44,51,37,29,8.95,"Mombasa"
"15230",15230,0.3,"2016-12-04",40,49,32,30,8.62,"Nakuru"
"15231",15231,0.03,"2016-12-04",46,53,39,29,10.3,"Eldoret"
"15232",15232,0.03,"2016-12-04",46,53,39,29,10.3,"Nakuru"
"15233",15233,0,"2016-12-04",65,76,54,19,4.9,"Nairobi"
"15234",15234,0.67,"2016-12-04",76,81,72,9,9.5,"Kisumu"
"15235",15235,0.11,"2016-12-04",60,74,46,21,4.4,"Nakuru"
"15236",15236,0.06,"2016-12-04",57,71,43,19,5.4,"Eldoret"
"15237",15237,0.43,"2016-12-04",78,82,75,6,8.42,"Mombasa"
"15238",15238,0.27,"2016-12-04",78,82,73,8,7.92,"Malindi"
"15239",15239,0,"2016-12-04",69,80,58,10,6.47,"Kisumu"
"15240",15240,1.62,"2016-12-04",61,70,52,14,6.55,"Kisumu"
"15241",15241,0.03,"2016-12-04",59,71,46,22,6.5,"Malindi"
"15242",15242,0,"2016-12-04",71,80,61,11,4.85,"Nairobi"
"15243",15243,0,"2016-12-04",71,80,61,19,6.95,"Malindi"
"15244",15244,0.44,"2016-12-04",77,81,72,9,9.55,"Mombasa"
"15245",15245,0,"2016-12-04",54,66,42,19,3.77,"Kisumu"
"15246",15246,0.84,"2016-12-04",48,57,38,18,5.25,"Mombasa"
"15247",15247,0.89,"2016-12-04",49,56,41,26,8.52,"Malindi"
"15248",15248,1.17,"2016-12-04",50,60,39,18,3.87,"Kisumu"
"15249",15249,1.26,"2016-12-04",50,60,39,18,5.57,"Kisumu"
"15250",15250,0.12,"2016-12-04",55,66,44,18,6.05,"Kisumu"
"15251",15251,10.11,"2016-12-04",71,76,65,23,3.02,"Mombasa"
"15252",15252,0.28,"2016-12-04",75,80,69,12,5.42,"Nairobi"
"15253",15253,0.3,"2016-12-04",75,81,67,14,5.12,"Nairobi"
"15254",15254,0.37,"2016-12-04",75,81,69,10,4.35,"Kisumu"
"15255",15255,0.56,"2016-12-04",75,81,68,17,8,"Eldoret"
"15256",15256,0.14,"2016-12-04",34,42,27,18,3.8,"Nairobi"
"15257",15257,0.13,"2016-12-04",39,46,32,21,5.9,"Kisumu"
"15258",15258,0.12,"2016-12-04",30,34,25,21,12.4,"Eldoret"
"15259",15259,0.5,"2016-12-04",34,37,31,25,7.1,"Eldoret"
"15260",15260,0.61,"2016-12-04",37,39,34,23,6.57,"Eldoret"
"15261",15261,0.41,"2016-12-04",36,38,34,17,4.97,"Eldoret"
"15262",15262,0.33,"2016-12-04",36,40,30,21,5.1,"Nakuru"
"15263",15263,0.54,"2016-12-04",34,37,31,25,7,"Eldoret"
"15264",15264,0.43,"2016-12-04",38,41,34,19,5.2,"Nairobi"
"15265",15265,0.16,"2016-12-04",39,46,30,19,2.82,"Nakuru"
"15266",15266,0.35,"2016-12-04",36,39,33,22,8.62,"Nairobi"
"15267",15267,0.27,"2016-12-04",37,40,34,24,8.02,"Eldoret"
"15268",15268,0.45,"2016-12-04",35,37,32,22,7.05,"Malindi"
"15269",15269,0.47,"2016-12-04",34,37,31,23,7.7,"Malindi"
"15270",15270,0.55,"2016-12-04",37,40,34,24,6.97,"Malindi"
"15271",15271,0.49,"2016-12-04",33,35,30,24,8.07,"Kisumu"
"15272",15272,0.05,"2016-12-04",34,41,28,23,5.95,"Kisumu"
"15273",15273,0.54,"2016-12-04",34,36,31,23,7.47,"Eldoret"
"15274",15274,0.45,"2016-12-04",34,43,24,17,4.45,"Mombasa"
"15275",15275,0.34,"2016-12-04",36,48,22,11,3.05,"Eldoret"
"15276",15276,0,"2016-12-04",30,45,16,24,6.07,"Kisumu"
"15277",15277,0.27,"2016-12-04",39,51,27,11,3.6,"Malindi"
"15278",15278,0.54,"2016-12-04",35,46,24,15,2.6,"Malindi"
"15279",15279,0.37,"2016-12-04",41,51,29,11,3.8,"Malindi"
"15280",15280,0.11,"2016-12-04",38,42,34,24,5.77,"Eldoret"
"15281",15281,0.13,"2016-12-04",39,45,33,18,1.32,"Nakuru"
"15282",15282,0.08,"2016-12-04",40,46,34,18,4.57,"Eldoret"
"15283",15283,0.08,"2016-12-04",43,48,37,27,5.35,"Mombasa"
"15284",15284,0.19,"2016-12-04",40,48,31,17,3.6,"Eldoret"
"15285",15285,3.53,"2016-12-04",55,64,46,6,6.67,"Malindi"
"15286",15286,7.36,"2016-12-04",54,60,47,5,8.65,"Mombasa"
"15287",15287,0.98,"2016-12-04",58,65,52,5,8.27,"Eldoret"
"15288",15288,2.23,"2016-12-04",50,58,41,9,5.15,"Eldoret"
"15289",15289,0.78,"2016-12-04",56,66,46,4,4.57,"Mombasa"
"15290",15290,0.86,"2016-12-04",33,39,26,22,5.67,"Nairobi"
"15291",15291,1.26,"2016-12-04",27,31,22,26,6.9,"Mombasa"
"15292",15292,1.12,"2016-12-04",40,47,32,31,7.17,"Malindi"
"15293",15293,0.15,"2016-12-04",46,52,39,27,10.15,"Nakuru"
"15294",15294,0.12,"2016-12-04",45,54,35,29,6.8,"Nairobi"
"15295",15295,0.31,"2016-12-04",43,48,36,28,12.4,"Nakuru"
"15296",15296,0.2,"2016-12-04",39,46,32,29,12.85,"Eldoret"
"15297",15297,0.41,"2016-12-04",37,42,31,28,11.22,"Eldoret"
"15298",15298,0.36,"2016-12-04",37,41,34,25,5.92,"Nakuru"
"15299",15299,0.18,"2016-12-04",37,40,33,23,9.42,"Eldoret"
"15300",15300,0.22,"2016-12-04",35,39,32,23,8.1,"Nakuru"
"15301",15301,0.58,"2016-12-04",35,38,33,23,6.97,"Eldoret"
"15302",15302,0.23,"2016-12-04",34,37,32,24,8.52,"Malindi"
"15303",15303,0.37,"2016-12-04",36,38,34,23,8.47,"Nakuru"
"15304",15304,0.19,"2016-12-04",29,32,27,0,0,"Mombasa"
"15305",15305,0.46,"2016-12-04",38,40,35,24,7.82,"Kisumu"
"15306",15306,0.87,"2016-12-04",35,38,31,25,6.3,"Nakuru"
"15307",15307,0.21,"2016-12-04",29,31,26,25,7.32,"Nairobi"
"15308",15308,0.16,"2016-12-04",26,29,22,24,5.9,"Malindi"
"15309",15309,0.13,"2016-12-04",33,35,30,24,7.07,"Kisumu"
"15310",15310,0.28,"2016-12-04",32,33,30,24,8.77,"Malindi"
"15311",15311,0.09,"2016-12-04",30,33,28,24,7.15,"Mombasa"
"15312",15312,1.04,"2016-12-04",47,55,39,10,4.42,"Nairobi"
"15313",15313,1.47,"2016-12-04",47,56,37,9,3.75,"Nakuru"
"15314",15314,1.93,"2016-12-04",58,67,48,4,6.75,"Mombasa"
"15315",15315,0.42,"2016-12-04",52,62,42,12,2.97,"Malindi"
"15316",15316,0.78,"2016-12-04",50,59,40,5,4.02,"Eldoret"
"15317",15317,0.7,"2016-12-04",49,59,40,11,3.3,"Eldoret"
"15318",15318,1.31,"2016-12-04",45,54,35,8,2.77,"Nakuru"
"15319",15319,0.18,"2016-12-04",40,47,32,18,3.45,"Eldoret"
"15320",15320,0.39,"2016-12-04",37,44,28,23,4.8,"Nairobi"
"15321",15321,0.63,"2016-12-04",36,46,26,15,5.02,"Nairobi"
"15322",15322,0.22,"2016-12-04",36,45,26,22,4.47,"Eldoret"
"15323",15323,0.17,"2016-12-04",40,50,30,17,5.22,"Mombasa"
"15324",15324,0.59,"2016-12-04",33,43,23,23,3.67,"Nairobi"
"15325",15325,0.27,"2016-12-04",38,45,31,23,4.07,"Malindi"
"15326",15326,0,"2016-12-04",36,43,28,25,10.92,"Eldoret"
"15327",15327,0.01,"2016-12-04",25,33,17,28,3.67,"Malindi"
"15328",15328,0.03,"2016-12-04",28,36,19,27,14.87,"Mombasa"
"15329",15329,0.01,"2016-12-04",28,36,20,21,10,"Eldoret"
"15330",15330,0.06,"2016-12-04",29,38,20,20,6.12,"Kisumu"
"15331",15331,0.15,"2016-12-04",31,39,23,22,12.67,"Nairobi"
"15332",15332,0.07,"2016-12-04",30,39,20,24,10.07,"Kisumu"
"15333",15333,0,"2016-12-04",33,41,26,26,5.77,"Nairobi"
"15334",15334,0.3,"2016-12-04",33,37,28,19,3.85,"Nakuru"
"15335",15335,0,"2016-12-04",28,40,16,20,4.8,"Nairobi"
"15336",15336,0.14,"2016-12-04",32,36,26,22,1.02,"Mombasa"
"15337",15337,0.09,"2016-12-04",32,42,22,26,5.22,"Kisumu"
"15338",15338,0.53,"2016-12-04",31,39,23,24,3.87,"Eldoret"
"15339",15339,0.02,"2016-12-04",31,38,23,24,6.8,"Kisumu"
"15340",15340,0,"2016-12-04",31,47,16,26,4.67,"Eldoret"
"15341",15341,0.45,"2016-12-04",34,39,28,24,4.87,"Malindi"
"15342",15342,0,"2016-12-04",29,45,12,29,5.17,"Nakuru"
"15343",15343,0,"2016-12-04",30,43,16,27,8.4,"Malindi"
"15344",15344,0,"2016-12-04",31,43,18,27,5.95,"Eldoret"
"15345",15345,0,"2016-12-04",24,39,9,26,5.62,"Kisumu"
"15346",15346,0.01,"2016-12-04",23,36,10,20,3.95,"Mombasa"
"15347",15347,0,"2016-12-04",49,57,40,22,6.17,"Nakuru"
"15348",15348,0,"2016-12-04",43,55,31,5,9.72,"Nakuru"
"15349",15349,0,"2016-12-04",37,49,24,19,2.57,"Eldoret"
"15350",15350,0.05,"2016-12-04",29,42,16,22,2.97,"Nakuru"
"15351",15351,0.77,"2016-12-04",39,48,29,29,7.22,"Kisumu"
"15352",15352,2.43,"2016-12-04",17,23,12,29,40.85,"Mombasa"
"15353",15353,0.12,"2016-12-04",46,54,38,29,10.32,"Eldoret"
"15354",15354,0.11,"2016-12-04",46,51,39,29,12.52,"Nairobi"
"15355",15355,0,"2016-12-04",38,47,28,20,6.4,"Nairobi"
"15356",15356,0.01,"2016-12-04",33,44,21,13,5.22,"Malindi"
"15357",15357,0.18,"2016-12-04",39,50,27,24,5.45,"Mombasa"
"15358",15358,0.26,"2016-12-04",39,44,32,28,8.7,"Kisumu"
"15359",15359,0.53,"2016-12-04",34,38,30,29,9.47,"Mombasa"
"15360",15360,0.39,"2016-12-04",39,43,35,21,12.32,"Malindi"
"15361",15361,0.42,"2016-12-04",39,44,33,27,5.55,"Kisumu"
"15362",15362,0.02,"2016-12-04",43,50,35,30,10.87,"Kisumu"
"15363",15363,0.05,"2016-12-04",47,52,43,30,13.6,"Mombasa"
"15364",15364,0.18,"2016-12-04",39,44,33,23,10.05,"Malindi"
"15365",15365,0.55,"2016-12-04",38,43,33,20,11.07,"Nairobi"
"15366",15366,1.11,"2016-12-04",43,50,36,29,8.52,"Malindi"
"15367",15367,0.12,"2016-12-04",54,59,49,24,4.6,"Nairobi"
"15368",15368,0.55,"2016-12-04",46,55,37,16,3.77,"Eldoret"
"15369",15369,0.37,"2016-12-04",45,53,37,25,4.47,"Mombasa"
"15370",15370,0.95,"2016-12-04",46,53,38,16,3.42,"Kisumu"
"15371",15371,0.32,"2016-12-04",47,56,38,24,2.7,"Eldoret"
"15372",15372,0.33,"2016-12-04",52,60,43,24,6.27,"Eldoret"
"15373",15373,0.03,"2016-12-04",24,31,17,22,5.47,"Kisumu"
